amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,step,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
-0.3991531434632048,-0.38830536893662215,-0.22967566327015151,-0.1922007915177234,-0.2832355732339698,-0.8579865338600647,0.0,1.0,0.0,0.0,0.0
5.275578840822319,6.047479932758241,7.805687377300339,-0.33187113181683975,-0.4185213591535757,0.6958111346746668,0.0,0.0,0.0,0.0,1.0
-0.42332140573252985,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.6275958450773287,0.0,0.0,0.0,1.0,0.0
-0.3541546119502592,-0.37490246702061103,-0.22967566327015151,-0.3281089847911877,-0.3741055602245248,-0.22575162045627745,0.0,1.0,0.0,0.0,0.0
-0.40268822055016606,-0.37614064581050616,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.35434177233501385,0.0,0.0,0.0,0.0,1.0
-0.18306359023447577,-0.3877358926569142,-0.0556751073816932,0.0027794736293980903,-0.2715748186672512,0.529715521831299,1.0,0.0,0.0,0.0,0.0
-0.3122746250912816,-0.38270425919188955,-0.14240813261507193,-0.21259042506791062,-0.38134368193482515,-0.45078438624406614,1.0,0.0,0.0,0.0,0.0
-0.42131237367130536,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.7011690576696141,0.0,0.0,0.0,1.0,0.0
-0.4167833272297109,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.015354914316353326,0.0,0.0,0.0,1.0,0.0
-0.2671635767033408,-0.38830536893662215,-0.22967566327015151,0.6757056161968755,0.9160097275695879,-0.7026067670065916,0.0,1.0,0.0,0.0,0.0
-0.2144120956229877,-0.2675866501832192,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.760106210614035,0.0,0.0,0.0,0.0,1.0
-0.422081611342323,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.07037185360280428,0.0,0.0,0.0,1.0,0.0
-0.22767373278159095,-0.38776842476983464,-0.22967566327015151,1.719580737952964,1.470574832623418,-0.8687023798499595,0.0,1.0,0.0,0.0,0.0
-0.21654284903459572,1.0281214681503126,1.6879847925088234,1.2261744938442591,0.805651722147483,-0.7561859969560651,1.0,0.0,0.0,0.0,0.0
0.7129660085269722,0.2671099222136998,-0.22967566327015151,-0.20021796313974824,0.3672797841490435,1.1458766662502442,0.0,1.0,0.0,0.0,0.0
-0.41833382823308957,-0.379267685081569,-0.22231709523437884,-0.33187113181683975,-0.4185213591535757,-0.45078438624406614,0.0,0.0,0.0,1.0,0.0
-0.27695188940088555,-0.3832172150329882,-0.22967566327015151,0.09725178063296551,0.039192175953102246,-1.3937788333547998,0.0,1.0,0.0,0.0,0.0
-0.42202821398633933,-0.3872914678476292,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.7868958255887718,0.0,0.0,0.0,0.0,1.0
-0.40382437767692875,-0.38830536893662215,-0.22967566327015151,-0.2904588131731476,0.2441617658564572,-1.5384427542183783,0.0,1.0,0.0,0.0,0.0
0.49095626211448296,-0.38830536893662215,-0.22967566327015151,0.8444145853249431,1.1389580251194307,0.5618630598009831,0.0,0.0,0.0,0.0,1.0
-0.35136834030876307,-0.38480471642206443,-0.17317306798157905,0.14311015184024647,-0.05078502775635945,-0.7079646900015389,1.0,0.0,0.0,0.0,0.0
-0.42218200566676034,-0.38738013921480535,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.5579428461430131,0.0,0.0,0.0,0.0,1.0
3.756900569942771,2.0221452948478174,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-1.3401996034053263,0.0,0.0,0.0,0.0,1.0
-0.4229496418160541,-0.1972549560611889,0.008256648830827914,-0.33187113181683975,-0.4185213591535757,-0.07572977659775162,0.0,0.0,0.0,1.0,0.0
0.7549095319132746,0.2912932171271188,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-1.4634318322891153,0.0,0.0,0.0,0.0,1.0
-0.05903244087002312,-0.17799970776475518,-0.22967566327015151,-0.33187113181683975,-0.2028917086402597,1.9763547304670834,0.0,1.0,0.0,0.0,0.0
-0.2770713253056774,-0.3781063872324704,-0.22967566327015151,0.5843134763190229,0.4601106874958489,-0.7079646900015389,0.0,1.0,0.0,0.0,0.0
0.058715710796862663,-0.11010988718281954,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.48293192421375025,0.0,0.0,0.0,0.0,1.0
-0.4127120652290731,0.724823360260536,1.1680871876010739,0.09908801679540782,-0.05257111318466479,-0.4775740012188029,1.0,0.0,0.0,0.0,0.0
-0.32252008960020534,-0.329918263976613,-0.22967566327015151,-0.2700635976115933,-0.30523315166495174,-0.7026067670065916,0.0,1.0,0.0,0.0,0.0
-0.09989592878228686,-0.20156028874579718,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,1.8799121165580313,0.0,0.0,0.0,0.0,1.0
-0.3335967438838443,-0.3363047087854606,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.6904532116797194,0.0,0.0,0.0,0.0,1.0
-0.09855281059374212,-0.20078588972933875,-0.22967566327015151,-0.33187113181683975,-0.22625473380172054,-1.0080083777185906,0.0,1.0,0.0,0.0,0.0
-0.3762104043727104,-0.38830536893662215,-0.22967566327015151,-0.05153899322616711,-0.1480923878962553,0.1600188351799318,0.0,1.0,0.0,0.0,0.0
-0.4151439902152619,-0.382954556010984,-0.22921658794545838,-0.33187113181683975,-0.4185213591535757,0.5993685207656145,0.0,0.0,0.0,1.0,0.0
-0.41221460750441463,-0.37797658738798995,-0.22511015048864277,-0.3271543478038966,-0.4076034086055386,-0.8794182258398542,0.0,1.0,0.0,0.0,0.0
-0.08491543136149834,-0.19292301276542612,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-1.1365985295973269,0.0,0.0,0.0,0.0,1.0
-0.29912415975740014,1.6304975130875246,2.3806300957035704,-0.19030115742729667,-0.3698521619543418,-0.7079646900015389,1.0,0.0,0.0,0.0,0.0
0.9895235506600358,0.4265641611992192,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,2.1585241122952934,0.0,0.0,0.0,0.0,1.0
-0.4200405488466202,-0.23568597900244218,-0.04182035661395182,-0.33187113181683975,-0.4185213591535757,1.2048138191946651,0.0,0.0,0.0,1.0,0.0
-0.41045433565203004,-0.38557135702250217,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,1.0440761293462446,0.0,0.0,0.0,1.0,0.0
-0.41755983729119023,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-1.5170110622385888,0.0,0.0,0.0,1.0,0.0
-0.3584569889239459,-0.3863251819420924,-0.18017434721844944,-0.33187113181683975,-0.4185213591535757,0.1493029891900371,1.0,0.0,0.0,0.0,0.0
-0.42240652647384985,-0.3519842243940026,-0.1853206655927078,-0.33187113181683975,-0.4185213591535757,-0.47221607822385553,0.0,0.0,0.0,1.0,0.0
-0.2460621715416699,-0.28583507230370214,-0.22967566327015151,-0.33187113181683975,-0.3134569774919938,2.3406934941235034,0.0,1.0,0.0,0.0,0.0
1.487903335777847,0.7139140152252267,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.529715521831299,0.0,0.0,0.0,0.0,1.0
-0.018030270295452705,-0.1543591667934412,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,1.8424066555933998,0.0,0.0,0.0,0.0,1.0
1.7038457541851355,0.8384195113554307,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.7883335349257492,0.0,0.0,0.0,0.0,1.0
4.046413835787706,-0.38830536893662215,-0.22967566327015151,3.013518317673393,5.115669994069774,0.17073468116982649,0.0,0.0,0.0,0.0,1.0
-0.4233003636748618,-0.3879563880889304,-0.22959006231589701,-0.33187113181683975,-0.4185213591535757,-0.8794182258398542,0.0,0.0,0.0,1.0,0.0
-0.4010865392440088,-0.3682820177377053,-0.22101682149850865,-0.33187113181683975,-0.4185213591535757,-1.3884209103598524,0.0,0.0,0.0,1.0,0.0
-0.4061961629576698,-0.38830536893662215,-0.22967566327015151,-0.30623127744536704,-0.3859607817694498,-0.5847324611177499,0.0,1.0,0.0,0.0,0.0
-0.39651666824686815,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.8687023798499595,0.0,0.0,0.0,1.0,0.0
-0.3564992853490048,-0.38830536893662215,-0.22967566327015151,-0.21541690303037217,-0.2780868613680493,0.2993248330485629,0.0,1.0,0.0,0.0,0.0
-0.3557578890787749,-0.1908433300825121,0.06583640723926405,-0.2990281244600364,-0.4185213591535757,-0.3650576183249085,1.0,0.0,0.0,0.0,0.0
1.4477116491828923,0.6907407734104747,-0.22967566327015151,-0.27162288103268284,0.7399166038825119,1.2048138191946651,0.0,1.0,0.0,0.0,0.0
-0.31803015220512176,2.0947592185594472,2.9466715301166424,0.011187600440010808,-0.18451990936988805,-0.5900903841126972,1.0,0.0,0.0,0.0,0.0
0.07018423635869263,-0.10349750192063166,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,1.9817126534620308,0.0,0.0,0.0,0.0,1.0
-0.4229411041664369,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-1.4848635242689048,0.0,0.0,0.0,1.0,0.0
-0.21981621695415218,-0.2707024938069365,-0.22967566327015151,0.019471940691285626,0.0057401528843061805,1.4191307389925591,0.0,1.0,0.0,0.0,0.0
0.1620875148910057,-0.0505090090897496,-0.22967566327015151,0.9220032920519858,1.0116059919123843,0.9047701314776134,0.0,1.0,0.0,0.0,0.0
-0.4189501918215423,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,-0.22575162045627745,0.0,0.0,0.0,1.0,0.0
-0.15025879435538386,-0.23059790725060855,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,2.2710404951891876,0.0,0.0,0.0,0.0,1.0
3.706521934225154,1.9930985837817483,-0.22967566327015151,0.2117492688579678,2.493044309959484,-0.6704592290369075,0.0,1.0,0.0,0.0,0.0
-0.3400417916425366,-0.35314899890729007,-0.22967566327015151,0.011358736644652869,-0.0723454951748738,-1.490221447263852,0.0,1.0,0.0,0.0,0.0
-0.42004963933469724,-0.3875787001161403,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.020712837311300678,0.0,0.0,0.0,1.0,0.0
-0.38820087783303414,-0.15491013262950462,0.03611141843510324,-0.3308148648013632,-0.39657130414210934,-0.4454264632491188,0.0,1.0,0.0,0.0,0.0
-0.41050497451508,-0.386468783289024,-0.22967566327015151,-0.279083056016266,-0.36504258300521253,-0.7079646900015389,0.0,1.0,0.0,0.0,0.0
-0.42197527827896647,-0.38830536893662215,-0.22967566327015151,-0.33187113181683975,-0.4185213591535757,0.40112536995256254,0.0,0.0,0.0,1.0,0.0
-0.30671501366875764,-0.38830536893662215,-0.22967566327015151,-0.22427657635966314,-0.25631399913614655,-1.366989218380063,0.0,1.0,0.0,0.0,0.0
