step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
0.032687953340441854,0.03455027611064135,-0.2736129516931178,-0.2950465820263045,-0.19757861149989794,-0.16712522627400725,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
-0.09992320809535148,0.5408015147821679,-0.2925288856670627,-0.2950465820263045,0.07702448737897528,0.165313169463163,-0.7483731706148342,-0.08150981171662787,-0.7018100265975372,3.219260219931959
-1.4050962180160542,-0.371803240505633,-0.27328057643787074,-0.2787456142848874,-0.3233690919386989,-0.3458855484958939,-0.7483731706148342,-0.08150981171662787,1.4248870236980298,-0.31063037209869776
1.0796181752019682,0.17858844329965826,-0.286657771338875,-0.2950465820263045,-0.12583985718746357,-0.07863762050956974,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
-0.3023297176552466,0.25082778700545033,-0.29032189942625924,-0.18524587264679968,-0.3233690919386989,-0.3458855484958939,-0.7483731706148342,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
-0.5675520405268332,-0.029713664177494305,-0.2925288856670627,-0.2950465820263045,1.6489283913277748,1.5152220541947166,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
0.5770916687084355,-0.08345808782821154,-0.21907940899360165,-0.27394728547854624,-0.32229802711013944,-0.30253728699041227,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
1.1075363144516088,0.0901025224860786,-0.29232306029018107,-0.2950465820263045,-0.02025366538656487,0.009784292589778988,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
0.0745651622149029,-0.3808280066672192,-0.2924277912240007,-0.2950465820263045,-0.3233690919386989,-0.3458855484958939,-0.7483731706148342,-0.08150981171662787,1.4248870236980298,-0.31063037209869776
-0.6303678538385248,-0.20914744526420073,-0.22972050824856785,-0.26324411061965997,-0.06893272397311567,-0.07830233028192275,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
0.9470070137661748,-0.341906360505052,-0.2925288856670627,-0.2950465820263045,2.0644837456593548,1.9386324358067037,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
-0.120861812532582,0.6740818486758445,-0.2925288856670627,-0.2950465820263045,1.0071791323301376,1.0098825398409774,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
1.1005567796391986,-0.2734761935696396,-0.283054372647143,-0.2950465820263045,-0.01087970191454112,-0.0318682379903973,1.3362317614599128,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
0.29791027621202854,-0.12895788590739815,-0.2842645967712811,-0.2950465820263045,-0.3233690919386989,-0.3098909314335953,-0.7483731706148342,-0.08150981171662787,-0.7018100265975372,3.219260219931959
0.7027232953318187,-0.3639706102766369,-0.29216171283175596,-0.2950465820263045,-0.3233690919386989,-0.3458855484958939,-0.7483731706148342,-0.08150981171662787,1.4248870236980298,-0.31063037209869776
-1.4469734268905152,-0.18409212163400476,-0.27083976384135194,-0.23936661943463144,-0.2955663863754059,-0.3458855484958939,-0.7483731706148342,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
-0.2534729739683753,-0.3696156457752863,2.417734559169685,2.378516089156237,-0.03304514617117152,-0.07140329304258342,-0.7483731706148342,-0.08150981171662787,-0.7018100265975372,-0.31063037209869776
